SampleID	MouseID	Age	Genotype	Age_Genotype	sex	Richness	Shannon.effective	Simpson.effective	k__Bacteria	p__Actinobacteria	p__Bacteroidetes	p__Candidatus Saccharibacteria	p__Deferribacteres	p__Firmicutes	p__Proteobacteria	p__Tenericutes	p__unknown_ Bacteria	c__Actinobacteria	c__Alphaproteobacteria	c__Bacilli	c__Bacteroidia	c__Betaproteobacteria	c__Clostridia	c__Deferribacteres	c__Deltaproteobacteria	c__Erysipelotrichia	c__Mollicutes	c__Saccharibacteria_genera_incertae_sedis	c__unknown_ Bacteria	c__unknown_ Bacteroidetes	c__unknown_ Firmicutes	o__Anaeroplasmatales	o__Bacillales	o__Bacteroidales	o__Burkholderiales	o__Clostridiales	o__Coriobacteriales	o__Deferribacterales	o__Desulfovibrionales	o__Erysipelotrichales	o__Lactobacillales	o__Saccharibacteria_genera_incertae_sedis	o__unknown_ Alphaproteobacteria	o__unknown_ Bacteria	o__unknown_ Bacteroidetes	o__unknown_ Deltaproteobacteria	o__unknown_ Firmicutes	f__Anaeroplasmataceae	f__Bacillaceae 2	f__Bacteroidaceae	f__Coriobacteriaceae	f__Deferribacteraceae	f__Desulfovibrionaceae	f__Erysipelotrichaceae	f__Eubacteriaceae	f__Lachnospiraceae	f__Lactobacillaceae	f__Peptostreptococcaceae	f__Porphyromonadaceae	f__Prevotellaceae	f__Rikenellaceae	f__Ruminococcaceae	f__Saccharibacteria_genera_incertae_sedis	f__Sutterellaceae	f__unknown_ Alphaproteobacteria	f__unknown_ Bacteria	f__unknown_ Bacteroidales	f__unknown_ Bacteroidetes	f__unknown_ Clostridiales	f__unknown_ Deltaproteobacteria	f__unknown_ Firmicutes	g__Alistipes	g__Allobaculum	g__Alloprevotella	g__Anaeroplasma	g__Anaerotruncus	g__Bacteroides	g__Barnesiella	g__Butyricicoccus	g__Clostridium IV	g__Clostridium XI	g__Clostridium XlVa	g__Clostridium XlVb	g__Desulfovibrio	g__Eisenbergiella	g__Enterorhabdus	g__Eubacterium	g__Faecalibacterium	g__Flavonifractor	g__Lachnospiracea_incertae_sedis	g__Lactobacillus	g__Mucispirillum	g__Oceanobacillus	g__Odoribacter	g__Oscillibacter	g__Parabacteroides	g__Parasutterella	g__Parvibacter	g__Prevotella	g__Roseburia	g__Ruminococcus	g__Saccharibacteria_genera_incertae_sedis	g__Turicibacter	g__unknown_ Alphaproteobacteria	g__unknown_ Bacteria	g__unknown_ Bacteroidales	g__unknown_ Bacteroidetes	g__unknown_ Clostridiales	g__unknown_ Deltaproteobacteria	g__unknown_ Desulfovibrionaceae	g__unknown_ Firmicutes	g__unknown_ Lachnospiraceae	g__unknown_ Porphyromonadaceae	g__unknown_ Ruminococcaceae
41.192.9	192	9	wt	9_wt	m	169	88.32	51.28	100	0	25.86363636	0.193181818	0.659090909	72.13636364	0.943181818	0.068181818	0.136363636	0	0	0.715909091	25.44318182	0.340909091	71.31818182	0.659090909	0.602272727	0	0.068181818	0.193181818	0.136363636	0.420454545	0.102272727	0.068181818	0	25.44318182	0.340909091	71.31818182	0	0.659090909	0.545454545	0	0.715909091	0.193181818	0	0.136363636	0.420454545	0.056818182	0.102272727	0.068181818	0	3.409090909	0	0.659090909	0.545454545	0	0.136363636	52.90909091	0.715909091	0	13.84090909	0.170454545	6.738636364	17.23863636	0.193181818	0.340909091	0	0.136363636	1.284090909	0.420454545	1.034090909	0.056818182	0.102272727	6.738636364	0	0.022727273	0.068181818	0.5	3.409090909	1.522727273	1.625	1.272727273	0	1.261363636	0.829545455	0.136363636	0.318181818	0	0.136363636	0	1.988636364	1.409090909	0.715909091	0.659090909	0	1.715909091	1.488636364	0.352272727	0.340909091	0	0.147727273	0.5	0.034090909	0.193181818	0	0	0.136363636	1.284090909	0.420454545	1.034090909	0.056818182	0.409090909	0.102272727	48.59090909	10.25	10.32954545
40.191.9	191	9	wt	9_wt	f	151	75.73	42.61	100	0.023207241	51.55488512	0.150847064	0.01160362	43.62961244	4.362961244	0.139243444	0.127639824	0.023207241	2.552796472	0.731028081	50.98630773	1.334416338	40.35739151	0.01160362	0.475748434	0	0.139243444	0.150847064	0.127639824	0.568577396	2.541192852	0.139243444	0	50.98630773	1.334416338	40.35739151	0.023207241	0.01160362	0.232072407	0	0.731028081	0.150847064	2.552796472	0.127639824	0.568577396	0.243676027	2.541192852	0.139243444	0	1.39243444	0.023207241	0.01160362	0.232072407	0	0.174054305	21.32745417	0.731028081	0.023207241	36.26131353	1.427245301	11.15107914	11.88210722	0.150847064	1.334416338	2.552796472	0.127639824	0.754235321	0.568577396	6.950568577	0.243676027	2.541192852	11.15107914	0	0.591784637	0.139243444	0.092828963	1.39243444	6.799721513	0.150847064	1.04432583	0.023207241	0.974704108	0.545370155	0	0.01160362	0.023207241	0.174054305	0.01160362	0.70782084	0.34810861	0.731028081	0.01160362	0	3.190995591	1.079136691	1.113947552	1.334416338	0	0.835460664	0.034810861	1.40403806	0.150847064	0	2.552796472	0.127639824	0.754235321	0.568577396	6.950568577	0.243676027	0.232072407	2.541192852	19.41285681	25.15664887	7.39150615
28.195.7	195	7	wt	7_wt	f	167	73.86	42.55	100	0.087642419	64.92842536	0.306748466	0.058428279	32.16476775	1.942740286	0	0.511247444	0.087642419	0.01460707	0.78878177	63.83289512	1.402278703	30.42652644	0.058428279	0.525854514	0	0	0.306748466	0.511247444	1.095530237	0.949459538	0	0	63.83289512	1.402278703	30.42652644	0.087642419	0.058428279	0.335962606	0	0.78878177	0.306748466	0.01460707	0.511247444	1.095530237	0.189891908	0.949459538	0	0	1.840490798	0.087642419	0.058428279	0.335962606	0	0.116856559	19.48583114	0.78878177	0	54.33829974	0.394390885	5.75518551	7.508033888	0.306748466	1.402278703	0.01460707	0.511247444	1.504528192	1.095530237	3.31580485	0.189891908	0.949459538	5.75518551	0	0.189891908	0	0.073035349	1.840490798	7.843996494	0.189891908	0.365176746	0	0.701139351	0.335962606	0.116856559	0.146070698	0.043821209	0.116856559	0	0.642711072	0.584282793	0.78878177	0.058428279	0	3.330411919	0.891031259	0.584282793	1.402278703	0.043821209	0.204498978	0.116856559	2.264095822	0.306748466	0	0.01460707	0.511247444	1.504528192	1.095530237	3.31580485	0.189891908	0.219106047	0.949459538	17.60151914	42.57960853	3.082091732
17.188.7	188	7	cre	7_cre	f	161	56.58	28.94	100	0.099144875	24.21613583	0.086751766	0.173503532	73.82575288	1.202131615	0.074358657	0.322220845	0.099144875	0.049572438	22.79092824	24.0426323	0.384186392	50.87371421	0.173503532	0.768372785	0.037179328	0.074358657	0.086751766	0.322220845	0.173503532	0.123931094	0.074358657	0	24.0426323	0.384186392	50.87371421	0.099144875	0.173503532	0.334613955	0.037179328	22.79092824	0.086751766	0.049572438	0.322220845	0.173503532	0.43375883	0.123931094	0.074358657	0	0.483331268	0.099144875	0.173503532	0.334613955	0.037179328	0.061965547	35.30796877	22.79092824	0	10.53414302	0.061965547	11.71148841	14.1901103	0.086751766	0.384186392	0.049572438	0.322220845	1.251704053	0.173503532	1.3136696	0.43375883	0.123931094	11.71148841	0.037179328	0.049572438	0.074358657	0.495724377	0.483331268	2.974346263	0.309827736	0.966662536	0	1.09059363	0.148717313	0.074358657	0	0.049572438	0.061965547	0	1.028628083	0.148717313	22.79092824	0.173503532	0	2.701697856	1.920931962	0.074358657	0.384186392	0.049572438	0.012393109	0	0.099144875	0.086751766	0	0.049572438	0.322220845	1.251704053	0.173503532	1.3136696	0.43375883	0.260255298	0.123931094	33.91994051	4.78374024	9.36919073
2.188.5	188	5	cre	5_cre	f	150	54.24	25.21	100	0.029922202	31.68761221	0.289247955	0.03989627	66.54697786	1.04727708	0.279273888	0.079792539	0.029922202	0.199481348	4.777578296	31.1390385	0.209455416	60.95152603	0.03989627	0.638340315	0	0.279273888	0.289247955	0.079792539	0.548573708	0.817873529	0.279273888	0	31.1390385	0.209455416	60.95152603	0.029922202	0.03989627	0.418910832	0	4.777578296	0.289247955	0.199481348	0.079792539	0.548573708	0.219429483	0.817873529	0.279273888	0	2.443646519	0.029922202	0.03989627	0.418910832	0	0.169559146	44.07540395	4.777578296	0	11.4203072	0.219429483	16.2577299	13.44504289	0.289247955	0.209455416	0.199481348	0.079792539	0.797925394	0.548573708	3.261520048	0.219429483	0.817873529	16.2577299	0	0.129662877	0.279273888	0.139636944	2.443646519	1.087173349	0.209455416	1.446239777	0	0.34909236	0.019948135	0.418910832	0.009974067	0.019948135	0.169559146	0.059844405	0.738080989	0.299222023	4.777578296	0.03989627	0	3.620586475	1.296628765	0.079792539	0.209455416	0.009974067	0.089766607	0.408936764	1.944943148	0.289247955	0	0.199481348	0.079792539	0.797925394	0.548573708	3.261520048	0.219429483	0	0.817873529	42.9882306	6.632754837	7.610213445
53.191.10	191	10	wt	10_wt	f	158	69.29	38.34	100	0.079030558	66.24077977	0.223919916	0.01317176	30.59799789	2.449947313	0.092202318	0.302950474	0.079030558	0.658587987	1.646469968	65.48998946	1.080084299	24.74973656	0.01317176	0.711275026	1.05374078	0.092202318	0.223919916	0.302950474	0.750790306	3.14805058	0.092202318	0	65.48998946	1.080084299	24.74973656	0.079030558	0.01317176	0.381981033	1.05374078	1.646469968	0.223919916	0.658587987	0.302950474	0.750790306	0.329293994	3.14805058	0.092202318	0	1.251317176	0.079030558	0.01317176	0.381981033	1.05374078	0.052687039	13.18493151	1.646469968	0.118545838	52.34457323	0.961538462	9.36512118	8.640674394	0.223919916	1.080084299	0.658587987	0.302950474	1.56743941	0.750790306	2.752897787	0.329293994	3.14805058	9.36512118	0.052687039	0.487355111	0.092202318	0.039515279	1.251317176	1.264488936	0.118545838	0.711275026	0.118545838	0.895679663	0.105374078	0	0	0.065858799	0.052687039	0	0.842992624	0.171232877	1.646469968	0.01317176	0	1.712328767	0.961538462	0.605900948	1.080084299	0.01317176	0.474183351	0.381981033	1.672813488	0.223919916	1.001053741	0.658587987	0.302950474	1.56743941	0.750790306	2.752897787	0.329293994	0.381981033	3.14805058	11.63066386	48.76185458	4.293993678
62.191.12	191	12	wt	12_wt	f	157	70.18	39.78	100	0.115523466	68.44765343	0.173285199	0.0433213	28.69314079	2.339350181	0.101083032	0.086642599	0.115523466	0.158844765	3.018050542	67.75451264	1.963898917	24.0433213	0.0433213	0.216606498	0.202166065	0.101083032	0.173285199	0.086642599	0.693140794	1.429602888	0.101083032	0	67.75451264	1.963898917	24.0433213	0.115523466	0.0433213	0.158844765	0.202166065	3.018050542	0.173285199	0.158844765	0.086642599	0.693140794	0.057761733	1.429602888	0.101083032	0	1.501805054	0.115523466	0.0433213	0.158844765	0.202166065	0.216606498	14.71480144	3.018050542	0	53.50180505	1.054151625	10.36823105	6.036101083	0.173285199	1.963898917	0.158844765	0.086642599	1.328519856	0.693140794	3.075812274	0.057761733	1.429602888	10.36823105	0.202166065	0.375451264	0.101083032	0.0433213	1.501805054	2.916967509	0.187725632	0.678700361	0	0.664259928	0.880866426	0	0.014440433	0.101083032	0.216606498	0	0.750902527	0.216606498	3.018050542	0.0433213	0	1.516245487	0.389891697	0.750902527	1.963898917	0.014440433	0.678700361	0.0433213	0.996389892	0.173285199	0	0.158844765	0.086642599	1.328519856	0.693140794	3.075812274	0.057761733	0.158844765	1.429602888	12.89530686	48.31768953	2.989169675
59.213.12	213	12	cre	12_cre	m	123	45.3	24.59	100	0.116635078	56.99081499	0.043738154	0.379064003	38.4312582	3.951013267	0	0.087476308	0.116635078	0.029158769	26.06793993	55.31418574	3.076250182	12.18836565	0.379064003	0.845604315	0.043738154	0	0.043738154	0.087476308	1.676629246	0.131214463	0	0	55.31418574	3.076250182	12.18836565	0.116635078	0.379064003	0.029158769	0.043738154	26.06793993	0.043738154	0.029158769	0.087476308	1.676629246	0.816445546	0.131214463	0	0	4.825776352	0.116635078	0.379064003	0.029158769	0.043738154	0.218690771	7.260533605	26.06793993	0	43.14039948	0.451960927	6.079603441	3.324099723	0.043738154	3.076250182	0.029158769	0.087476308	0.816445546	1.676629246	1.385041551	0.816445546	0.131214463	6.079603441	0.043738154	0.058317539	0	0.014579385	4.825776352	4.840355737	0.116635078	0.349905234	0	0.743548622	0.349905234	0.014579385	0.014579385	0.072896924	0.218690771	0	0.189532002	0	26.06793993	0.379064003	0	1.662049861	0.087476308	1.064295087	3.076250182	0.043738154	0.393643388	0	1.44335909	0.043738154	0	0.029158769	0.087476308	0.816445546	1.676629246	1.385041551	0.816445546	0.014579385	0.131214463	6.152500364	35.57369879	1.122612626
32.189.9	189	9	cre	9_cre	f	154	76.71	45.49	100	0.439163007	47.920434	0.322913976	0.051666236	46.43502971	4.24954792	0.284164299	0.297080858	0.439163007	1.549987083	9.31283906	47.26168949	1.317489021	35.4042883	0.051666236	1.382071816	0.749160424	0.284164299	0.322913976	0.297080858	0.65874451	0.968741927	0.284164299	0	47.26168949	1.317489021	35.4042883	0.439163007	0.051666236	0.245414622	0.749160424	9.31283906	0.322913976	1.549987083	0.297080858	0.65874451	1.136657195	0.968741927	0.284164299	0	1.382071816	0.439163007	0.051666236	0.245414622	0.749160424	0.090415913	22.33273056	9.31283906	0.193748385	26.44019633	0.839576337	14.18238181	10.01033325	0.322913976	1.317489021	1.549987083	0.297080858	4.417463188	0.65874451	2.777060191	1.136657195	0.968741927	14.18238181	0.012916559	0.607078274	0.284164299	0.012916559	1.382071816	3.203306639	0.322913976	1.446654611	0.193748385	0.40041333	1.73081891	0	0.077499354	0.232498063	0.090415913	0	1.046241281	0.219581503	9.31283906	0.051666236	0	3.009558254	0.904159132	0.387496771	1.317489021	0.206664944	0.232498063	0	1.123740635	0.322913976	0.736243865	1.549987083	0.297080858	4.417463188	0.65874451	2.777060191	1.136657195	0.245414622	0.968741927	19.90441746	19.83983467	5.153707052
42.194.9	194	9	wt	9_wt	f	174	86.45	44.63	100	0.01096852	26.73028408	0.274213009	0.263244488	71.04310628	1.403970604	0	0.274213009	0.01096852	0.032905561	0.208401887	26.19282659	0.614237139	70.34112098	0.263244488	0.756827904	0	0	0.274213009	0.274213009	0.537457497	0.493583416	0	0	26.19282659	0.614237139	70.34112098	0.01096852	0.263244488	0.701985302	0	0.208401887	0.274213009	0.032905561	0.274213009	0.537457497	0.054842602	0.493583416	0	0	1.382033564	0.01096852	0.263244488	0.701985302	0	0.098716683	53.55928485	0.208401887	0	14.16035977	0.175496326	9.772951629	14.79653395	0.274213009	0.614237139	0.032905561	0.274213009	0.701985302	0.537457497	1.8865855	0.054842602	0.493583416	9.772951629	0	0.01096852	0	0.32905561	1.382033564	2.22660963	0.438740814	0.734890863	0	3.762202479	1.052977953	0.098716683	0.087748163	0.01096852	0.098716683	0.01096852	1.974333662	0.449709334	0.208401887	0.263244488	0	1.798837337	2.149829988	0.438740814	0.614237139	0	0.164527805	0.570363058	0.186464846	0.274213009	0	0.032905561	0.274213009	0.701985302	0.537457497	1.8865855	0.054842602	0.603268619	0.493583416	47.63628387	9.696171986	8.972249644
49.193.10	193	10	cre	10_cre	f	142	58.1	32.69	100	0.062972292	48.52015113	0.041981528	0.115449202	49.01343409	2.036104114	0	0.209907641	0.062972292	0	16.39378673	47.39714526	1.836691856	31.73803526	0.115449202	0.199412259	0.020990764	0	0.041981528	0.209907641	1.123005877	0.860621327	0	0	47.39714526	1.836691856	31.73803526	0.062972292	0.115449202	0.136439966	0.020990764	16.39378673	0.041981528	0	0.209907641	1.123005877	0.062972292	0.860621327	0	0	13.67548279	0.062972292	0.115449202	0.136439966	0.020990764	0.167926113	22.62804366	16.39378673	0	21.92485306	0.05247691	11.02015113	7.525188917	0.041981528	1.836691856	0	0.209907641	0.72418136	1.123005877	1.416876574	0.062972292	0.860621327	11.02015113	0.020990764	0.05247691	0	0.05247691	13.67548279	5.363140218	0.167926113	1.164987406	0	0.682199832	1.29093199	0.083963056	0	0.05247691	0.167926113	0	0.472292191	0.167926113	16.39378673	0.115449202	0	1.983627204	1.039042821	1.437867338	1.836691856	0.010495382	0	0.430310663	0.010495382	0.041981528	0	0	0.209907641	0.72418136	1.123005877	1.416876574	0.062972292	0.05247691	0.860621327	20.05667506	13.1402183	4.617968094
33.190.9	190	9	cre	9_cre	f	145	56.03	22.8	100	0.108321024	54.5248646	0.256031512	0.049236829	39.9704579	4.539635647	0.049236829	0.502215657	0.108321024	2.235352043	4.805514525	53.86509109	0.640078779	31.31462334	0.049236829	1.664204825	1.191531265	0.049236829	0.256031512	0.502215657	0.659773511	2.658788774	0.049236829	0	53.86509109	0.640078779	31.31462334	0.108321024	0.049236829	0.167405219	1.191531265	4.805514525	0.256031512	2.235352043	0.502215657	0.659773511	1.496799606	2.658788774	0.049236829	0	2.845888725	0.108321024	0.049236829	0.167405219	1.191531265	0.088626292	15.86410635	4.805514525	0.068931561	23.03298868	0.915805022	25.80994584	11.18660758	0.256031512	0.640078779	2.235352043	0.502215657	1.260462826	0.659773511	4.106351551	1.496799606	2.658788774	25.80994584	0.009847366	0.324963072	0.049236829	0.039389463	2.845888725	0.689315608	0.167405219	1.782373215	0.068931561	2.363367799	1.053668144	0	0.019694732	0.068931561	0.088626292	0	1.260462826	0	4.805514525	0.049236829	0	6.646971935	0.915805022	0.620384047	0.640078779	0.039389463	0.59084195	0	2.954209749	0.256031512	1.1816839	2.235352043	0.502215657	1.260462826	0.659773511	4.106351551	1.496799606	0.167405219	2.658788774	12.42737568	15.07631709	4.066962088
20.193.7	193	7	cre	7_cre	f	107	46.55	26.14	100	0.036509675	58.30595108	0.036509675	3.906535232	33.51588171	4.198612632	0	0	0.036509675	0.07301935	14.7864184	57.5392479	4.052573932	18.10879883	3.906535232	0.07301935	0	0	0.036509675	0	0.766703176	0.620664476	0	0.255567725	57.5392479	4.052573932	18.10879883	0.036509675	3.906535232	0.036509675	0	14.53085068	0.036509675	0.07301935	0	0.766703176	0.036509675	0.620664476	0	0.255567725	12.23074115	0.036509675	3.906535232	0.036509675	0	0.036509675	13.033954	14.53085068	0	36.98430084	1.277838627	6.206644761	2.66520628	0.036509675	4.052573932	0.07301935	0	0.839722526	0.766703176	2.373128879	0.036509675	0.620664476	6.206644761	0	1.204819277	0	0.036509675	12.23074115	12.26725082	0.1460387	0.182548375	0	0.182548375	0.620664476	0.036509675	0	0.036509675	0.036509675	0	0.109529025	0.109529025	14.53085068	3.906535232	0.255567725	1.423877327	0.036509675	3.906535232	4.052573932	0	0.07301935	0	0.1460387	0.036509675	0	0.07301935	0	0.839722526	0.766703176	2.373128879	0.036509675	0	0.620664476	12.12121212	19.38663746	2.008032129
27.192.7	192	7	wt	7_wt	m	176	86.93	53.92	100	0.042680324	45.28382416	0.117370892	0.085360649	52.64618011	1.749893299	0.010670081	0.064020487	0.042680324	0.160051216	0.640204866	44.11011524	0.853606487	51.0136577	0.085360649	0.736235595	0.010670081	0.010670081	0.117370892	0.064020487	1.17370892	0.981647461	0.010670081	0	44.11011524	0.853606487	51.0136577	0.042680324	0.085360649	0.224071703	0.010670081	0.640204866	0.117370892	0.160051216	0.064020487	1.17370892	0.512163892	0.981647461	0.010670081	0	3.008962868	0.042680324	0.085360649	0.224071703	0.010670081	0.106700811	36.08621426	0.640204866	0	34.0268886	0.885616731	5.655142979	11.61971831	0.117370892	0.853606487	0.160051216	0.064020487	0.533504055	1.17370892	3.201024328	0.512163892	0.981647461	5.655142979	0.010670081	0.202731541	0.010670081	0.245411865	3.008962868	3.393085787	0.256081946	0.138711054	0	4.321382843	0.437473325	0.064020487	0.042680324	0.010670081	0.106700811	0	0.789586001	0.341442595	0.640204866	0.085360649	0	1.451131029	1.536491677	0.522833974	0.853606487	0.032010243	0.68288519	0.19206146	1.995305164	0.117370892	0	0.160051216	0.064020487	0.533504055	1.17370892	3.201024328	0.512163892	0.160051216	0.981647461	30.75117371	28.65983781	6.658130602
60.218.12	218	12	cre	12_cre	f	164	65.56	30.92	100	0.030915087	52.85449299	0.051525144	0.123660346	44.31162407	1.834295136	0.154575433	0.638911789	0.030915087	0.26793075	7.708161583	52.51442704	1.051112943	36.0366859	0.123660346	0.515251443	0.041220115	0.154575433	0.051525144	0.638911789	0.340065952	0.525556472	0.154575433	0	52.51442704	1.051112943	36.0366859	0.030915087	0.123660346	0.216405606	0.041220115	7.708161583	0.051525144	0.26793075	0.638911789	0.340065952	0.298845837	0.525556472	0.154575433	0	1.679719703	0.030915087	0.123660346	0.216405606	0.041220115	0.113355317	24.6084089	7.708161583	0.010305029	34.48062655	0.329760923	14.91137675	10.22258862	0.051525144	1.051112943	0.26793075	0.638911789	1.112943116	0.340065952	1.08202803	0.298845837	0.525556472	14.91137675	0.041220115	0.185490519	0.154575433	0.082440231	1.679719703	9.593981863	0.556471558	1.556059357	0.010305029	0.937757626	0.587386645	0.113355317	0.010305029	0.010305029	0.113355317	0	1.215993405	0	7.708161583	0.123660346	0	5.111294312	0.711046991	0.340065952	1.051112943	0.020610058	0.144270404	0.824402308	0.216405606	0.051525144	0	0.26793075	0.638911789	1.112943116	0.340065952	1.08202803	0.298845837	0.103050289	0.525556472	22.2485573	19.43528442	5.884171476
