	Age_Genotype	sex	Richness	Shannon.effective	Simpson.effective	OTU_1	OTU_5	OTU_4	OTU_2	OTU_41	OTU_31	OTU_39	OTU_23	OTU_9	OTU_20	OTU_17	OTU_12	OTU_10	OTU_19	OTU_11	OTU_57	OTU_54	OTU_46	OTU_14	OTU_30	OTU_15	OTU_69	OTU_16	OTU_67	OTU_33	OTU_18	OTU_6	OTU_26	OTU_24	OTU_101	OTU_538	OTU_126	OTU_43	OTU_62	OTU_25	OTU_64	OTU_29	OTU_13	OTU_56	OTU_49	OTU_7	OTU_42	OTU_55	OTU_92	OTU_8	OTU_66	OTU_65	OTU_195	OTU_180	OTU_32	OTU_28	OTU_68	OTU_48	OTU_86	OTU_75	OTU_397	OTU_74	OTU_93	OTU_77	OTU_88	OTU_37	OTU_127	OTU_38	OTU_94	OTU_51	OTU_36	OTU_34	OTU_3	OTU_53	OTU_22	OTU_281	OTU_27	OTU_58	OTU_44
3.189.5	5_cre	f	137	58.86	34.95	6.12970091797453	6.11489487710986	1.89517323067812	5.15250222090613	1.22890139176784	6.5294640213207	4.05685519692034	0.858750370151022	1.15487118744448	1.24370743263251	NA	1.37696180041457	2.14687592537755	1.80633698549008	1.02161681966242	2.47260882440036	1.02161681966242	NA	1.82114302635475	1.31773763695588	NA	0.740302043233639	0.873556411015694	1.08084098312111	1.33254367782055	2.67989339650577	3.50903168492745	1.06603494225644	NA	1.1400651465798	1.3621557595499	NA	1.49541012733195	0.562629552857566	NA	NA	NA	2.19129404797157	NA	NA	NA	NA	NA	NA	0.888362451880367	NA	2.08765176191886	NA	NA	NA	6.14450695883921	NA	NA	NA	NA	0.962392656203731	1.16967722830915	NA	NA	NA	2.39857862007699	NA	NA	NA	NA	NA	NA	NA	0.888362451880367	NA	NA	0.53301747112822	NA	NA
7.213.5	5_cre	m	111	37.79	18.72	3.54412786657401	8.10284920083391	17.1369006254343	4.26685198054204	2.00138985406532	3.48853370396108	5.50382209867964	0.639332870048645	3.55802640722724	1.76511466296039	2.07088255733148	1.9041000694927	1.38985406532314	2.02918693537179	NA	3.86379430159833	0.958999305072967	NA	3.28005559416261	0.722724113968033	NA	1.95969423210563	0.528144544822794	0.667129951355108	1.08408617095205	3.44683808200139	NA	1.59833217512161	NA	NA	2.27936066712995	NA	1.64002779708131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.500347463516331	NA	NA	1.87630298818624	NA	NA	NA	NA	NA	NA	NA	0.681028492008339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1.186.5	5_cre	m	162	73.02	40.41	7.49046353022772	2.82048318113513	2.03444688475321	2.912958039533	0.647324008785112	NA	NA	NA	1.41024159056756	1.20217315917235	NA	NA	5.36354178707664	1.84949716795746	NA	1.39868223326783	NA	NA	NA	1.61831002196278	NA	0.855392440180326	3.21350132932609	2.38122760374523	2.51993989134204	2.8782799676338	0.658883366084846	0.913189226678997	NA	NA	NA	NA	1.10969830077448	NA	1.4564790197665	NA	NA	3.09790775632875	NA	0.520171078488036	NA	NA	0.577967864986707	NA	NA	NA	NA	NA	NA	NA	NA	0.820714368281124	NA	NA	0.936307941278465	NA	2.60085539244018	0.566408507686973	NA	NA	NA	NA	NA	NA	NA	NA	3.51404461911918	2.3349901745463	0.612645936885909	0.635764651485377	1.9650907409548	6.41544330135245	NA	1.05190151427581
47.189.10	10_cre	f	150	65.15	32.84	9.40070505287897	0.928319623971798	5.93419506462985	7.09753231492362	0.869565217391304	5.00587544065805	2.96122209165687	0.587544065804935	1.21034077555817	NA	0.810810810810811	1.33960047003525	4.5710928319624	NA	0.82256169212691	2.03290246768508	1.15158636897767	NA	NA	0.904817861339601	1.19858989424207	0.564042303172738	NA	0.834312573443008	NA	0.975323149236193	NA	NA	1.90364277320799	NA	NA	2.06815511163337	0.857814336075206	NA	NA	0.834312573443008	0.517038777908343	0.834312573443008	NA	NA	NA	0.552291421856639	NA	NA	1.16333725029377	NA	NA	NA	4.59459459459459	2.07990599294947	1.7743830787309	NA	NA	0.599294947121034	NA	NA	0.63454759106933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.39717978848414	NA
51.213.10	10_cre	m	118	34.83	14.58	3.73668077652897	5.98452780615968	19.9095022624434	2.93387826594658	1.15311633338199	10.7867464603707	7.41497591592468	NA	1.08013428696541	0.759013282732448	0.656838417749234	0.78820610129908	4.26215151072836	1.02174864983214	0.55466355276602	2.16026857393081	0.861188147715662	0.744416873449132	0.78820610129908	0.94876660341556	NA	0.729820464165815	NA	0.540067143482703	1.22609837979857	1.91212961611444	NA	1.54721938403153	NA	NA	NA	NA	1.03634505911546	NA	NA	1.53262297474821	NA	NA	NA	NA	1.94132243468107	NA	NA	0.55466355276602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.82455116041454	NA	NA	NA	NA	NA	NA	NA	0.729820464165815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23.218.7	7_cre	f	138	50.41	20.27	1.84464620262286	1.49877503963107	0.54762934140366	5.54834990632656	0.504395446029687	NA	NA	NA	2.9110822885142	NA	0.562040639861652	0.590863236777634	2.60844502089638	1.70053321804295	NA	0.907911802853437	NA	NA	NA	0.706153624441562	1.06643608589134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22496036892924	2.98313878080415	NA	NA	2.44992073785848	NA	2.82461449776625	17.8844213863669	NA	NA	NA	NA	2.65167891627036	NA	NA	NA	NA	NA	0.720564922899553	5.17365614641879	1.67171062112696	NA	1.84464620262286	NA	NA	0.965556996685401	0.634097132151607	NA	NA	4.64043810347312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
55.195.10	10_wt	f	182	86.81	46.03	4.25772032420232	1.51841592284806	NA	2.69826613316918	0.533497486406074	NA	NA	NA	0.63609315686878	1.12855237508977	0.820765363701652	NA	2.38021955473479	NA	0.564276187544886	0.759207961424028	NA	0.574535754591156	2.32892171950344	NA	0.502718785267262	NA	NA	1.56971375807941	1.06699497281215	NA	NA	0.646352723915051	1.75438596491228	NA	1.44659895352416	NA	1.44659895352416	NA	NA	NA	0.677131425053863	3.0060531445573	NA	NA	2.22632604904073	NA	NA	NA	0.933620601210629	NA	NA	NA	NA	0.707910126192675	5.05796655381143	1.08751410690469	NA	NA	NA	1.33374371601518	NA	0.800246229609111	1.1901097773674	NA	NA	NA	0.656612290961321	NA	NA	7.40740740740741	1.63127116035703	6.06340412434595	NA	NA	NA	NA	NA	0.882322765979276
34.193.9	9_cre	f	138	59.25	33	5.19465427077281	1.56885531667635	5.06682161533992	9.59907030796049	2.17315514235909	2.1150493898896	2.1382916908774	1.19697850087159	4.72980825101685	0.674026728646136	NA	NA	2.61475886112725	4.05578152237071	1.94073213248112	1.65020337013364	NA	NA	NA	0.941313190005811	2.51016850668216	NA	NA	NA	0.999418942475305	2.44044160371877	NA	NA	NA	NA	NA	NA	NA	NA	5.75246949447995	NA	1.26670540383498	2.97501452643812	NA	1.27832655432888	NA	NA	0.511330621731551	1.0226612434631	NA	NA	NA	NA	NA	0.697269029633934	NA	0.674026728646136	NA	2.02208018593841	NA	NA	0.825101685066822	NA	NA	1.82452062754213	1.96397443346891	NA	NA	NA	0.73213248111563	NA	NA	NA	2.1382916908774	NA	NA	NA	NA	NA
15.196.5	5_wt	f	151	63.11	31.55	10.3813803433575	2.18919230326074	3.58336213849522	6.40626800322618	0.85263279179629	NA	NA	0.725890079502247	2.97269270653301	2.14310404424473	NA	NA	7.77739370895264	1.52091254752852	0.576103237700196	2.77681760571494	NA	1.01394169835234	2.07397165572071	1.10611821638438	NA	1.62461113031455	NA	0.541537043438184	2.6385528286669	0.944809309828321	2.10853784998272	1.40569189998848	NA	0.864154856550294	1.29047125244844	NA	0.645235626224219	NA	NA	0.668279755732227	NA	NA	NA	NA	0.691323885240235	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.679801820486231	NA	NA	NA	2.51181011637285	NA	NA	1.29047125244844	NA	NA	NA	NA	NA	1.44025809425049	NA	0.910243115566309	3.34139877866114	1.06002995736836	0.864154856550294	NA	1.59004493605254	NA	NA	NA
22.213.7	7_cre	m	149	70.15	38.5	5.08412582297001	2.70665691294806	4.19409900024384	8.83930748597903	0.536454523287003	0.548646671543526	NA	1.69470860765667	1.90197512801756	NA	2.64569617166545	NA	4.71836137527432	NA	NA	2.49939039258717	NA	NA	NA	0.82906608144355	3.56010729090466	0.646183857595708	NA	NA	0.963179712265301	0.816873933187028	NA	1.34113630821751	0.91441111923921	NA	NA	NA	1.45086564252621	1.04852475006096	1.95074372104365	NA	0.865642526213119	0.975371860521824	NA	2.06047305535235	4.76712996830041	NA	NA	NA	NA	NA	NA	NA	1.06071689831748	NA	NA	NA	0.536454523287003	0.780297488417459	NA	0.621799561082663	NA	NA	0.780297488417459	NA	NA	NA	1.04852475006096	NA	1.32894415996099	NA	NA	0.731528895391368	NA	NA	NA	NA	NA	NA
63.192.12	12_wt	m	172	78.77	45.07	5.17650548798576	NA	NA	1.70572530406408	NA	NA	NA	0.548798576090181	0.964105606644913	NA	NA	0.68229012162563	NA	NA	0.845446455057846	NA	NA	0.697122515574014	1.30525066745773	NA	0.756452091367547	NA	0.904776030851379	0.519133788193414	NA	NA	0.72678730347078	0.533966182141798	1.64639572827054	NA	0.637792939780481	NA	0.622960545832097	NA	NA	NA	1.80955206170276	NA	NA	0.519133788193414	NA	NA	NA	NA	3.60427172945713	0.533966182141798	NA	NA	NA	0.889943636902996	6.31859982201127	0.697122515574014	NA	1.21625630376743	NA	NA	NA	NA	0.533966182141798	1.51290418273509	NA	2.23969148620587	NA	NA	1.14209433402551	4.0789083358054	NA	3.8119252447345	NA	NA	NA	0.533966182141798	NA	1.40907742509641
14.195.5	5_wt	f	159	76.66	43.6	8	2.81012658227848	3.0379746835443	4.9746835443038	0.506329113924051	NA	NA	0.531645569620253	1.55696202531646	0.89873417721519	NA	0.772151898734177	4.21518987341772	1.29113924050633	1.53164556962025	2.08860759493671	NA	0.886075949367089	2.25316455696203	1.37974683544304	NA	1.07594936708861	NA	NA	2.41772151898734	NA	0.708860759493671	2.16455696202532	0.670886075949367	0.911392405063291	1.49367088607595	NA	2.07594936708861	NA	1.48101265822785	NA	NA	3.83544303797468	NA	NA	0.569620253164557	NA	NA	NA	0.506329113924051	NA	NA	NA	NA	0.518987341772152	0.810126582278481	0.569620253164557	NA	NA	0.962025316455696	0.784810126582278	NA	1.0126582278481	NA	NA	NA	NA	NA	0.556962025316456	NA	1.13924050632911	2.92405063291139	4.16455696202532	0.569620253164557	NA	1.34177215189873	1.22784810126582	1.75949367088608	NA
30.186.9	9_cre	m	152	61.03	30.02	11.6658044490429	NA	4.63010863942059	6.86756337299534	0.944128297982411	2.703052250388	1.2674599068805	1.42265907915158	2.52198654940507	NA	NA	2.14692188308329	4.06104500775996	0.633729953440248	NA	3.41438178996379	NA	NA	NA	0.569063631660631	0.594930160372478	1.03466114847387	0.8277289187791	NA	0.944128297982411	NA	5.22503879979307	0.775995861355406	0.607863424728401	NA	NA	0.918261769270564	2.80651836523539	NA	NA	NA	1.31919296430419	1.25452664252457	NA	NA	2.12105535437144	NA	1.51319192964304	0.737196068287636	0.711329539575789	NA	NA	NA	1.4873254009312	NA	0.581996896016555	1.30625969994827	NA	NA	NA	NA	NA	NA	NA	1.17692705638903	0.750129332643559	NA	0.685463010863942	NA	NA	NA	NA	0.78892912571133	NA	NA	NA	NA	NA	NA
35.203.9	9_cre	m	159	71.91	35.02	4.44061220090537	2.39275705971114	2.60832075878422	11.0476395774952	0.743694761802112	0.560465617589998	NA	1.47661133865057	0.754472946755766	0.700582021987497	5.14119422289286	1.35805130416038	4.76395774951498	NA	NA	1.94007329165768	0.592800172450959	NA	NA	NA	NA	0.76525113170942	1.05626212545807	0.722138391894805	0.67902565208019	1.09937486527269	0.819142056477689	0.786807501616728	1.90773873679672	0.797585686570382	NA	NA	1.62750592800172	0.862254796292304	0.948480275921535	NA	NA	2.08018969605518	0.700582021987497	1.76762233239922	1.9831860314723	NA	1.30416037939211	NA	1.19637852985557	NA	NA	NA	NA	0.829920241431343	NA	NA	NA	0.506574692821729	NA	NA	NA	NA	0.517352877775383	NA	NA	NA	0.67902565208019	NA	NA	NA	NA	NA	NA	NA	NA	4.78551411942229	0.948480275921535	NA
6.203.5	5_cre	m	160	67.45	36.13	6.24381800197824	1.96587537091988	3.41246290801187	9.17408506429278	NA	NA	NA	1.9782393669634	1.47131552917903	NA	NA	1.44658753709199	1.84223541048467	0.519287833827893	NA	1.18694362017804	NA	0.531651829871414	1.00148367952522	1.03857566765579	NA	NA	2.60880316518299	NA	1.82987141444115	0.729475766567755	2.11424332344214	3.26409495548961	0.568743818001978	NA	0.531651829871414	NA	1.08803165182987	0.87784371909001	1.52077151335312	NA	2.16369930761622	3.57319485657765	NA	NA	1.58259149357072	NA	NA	NA	5.57616221562809	NA	NA	NA	NA	1.3353115727003	NA	NA	NA	NA	NA	4.59940652818991	NA	NA	NA	NA	NA	NA	NA	NA	0.667655786350148	NA	NA	NA	0.741839762611276	NA	NA	NA	NA	NA
36.213.9	9_cre	m	144	49.45	21.52	8.34924676426904	3.45851899002758	7.76575429662635	3.00233396987057	0.58349246764269	1.3579461065139	2.14300869934225	0.954805856142584	1.11394016549968	1.72925949501379	0.997241671971144	0.763844684914067	7.81879906641205	0.976023764056864	NA	NA	NA	NA	NA	0.678973053256949	1.1457670273711	NA	0.58349246764269	NA	0.785062592828347	0.912370040314025	NA	NA	NA	1.06089539571398	NA	NA	NA	1.53829832378527	1.06089539571398	NA	0.774453638871207	3.3842563123276	0.763844684914067	NA	NA	NA	NA	NA	NA	0.62592828347125	NA	NA	NA	0.668364099299809	14.109908762996	NA	NA	0.732017823042648	0.678973053256949	0.63653723742839	NA	NA	NA	1.06089539571398	NA	NA	NA	NA	0.732017823042648	0.60471037555697	NA	NA	NA	NA	NA	NA	NA	NA
8.218.5	5_cre	f	150	68.32	36.92	9.0417064629099	6.33556192295447	2.56287806431073	5.84208850684495	1.06653931868832	3.26329194524037	3.69309137217447	1.71919770773639	1.79879019420567	1.51225724291627	NA	1.28939828080229	3.70900986946832	0.748169372811207	NA	1.52817574021012	1.20980579433301	0.620821394460363	0.971028334925183	1.36899076727157	3.56574339382362	0.986946832219039	NA	NA	1.49633874562241	1.57593123209169	0.70041388092964	1.01878382680675	0.748169372811207	1.81470869149952	0.588984399872652	NA	0.541228907991086	1.19388729703916	NA	NA	1.05062082139446	1.19388729703916	NA	0.52531041069723	1.62368672397326	NA	NA	NA	1.32123527539	NA	0.748169372811207	NA	NA	1.00286532951289	2.06940464820121	0.604902897166507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.652658389048074	NA	NA	NA	NA	NA	NA	0.557147405284941	NA	NA	NA	0.764087870105062
57.193.12	12_cre	f	152	67.73	37.31	4.04599197309904	3.48193947282786	7.75572187872871	4.4039483675019	0.650829808005207	2.83110966482265	2.6792493762881	0.911161731207289	1.10641067360885	0.932856058140796	NA	1.12810500054236	4.82698774270528	1.52945004881224	2.29959865495173	0.66167697147196	NA	NA	NA	NA	2.28875149148498	0.759301442672741	NA	0.585746827204686	NA	1.75724048161406	NA	NA	NA	3.41685649202733	NA	NA	NA	2.16943269335069	2.63586072242109	NA	1.26911812561015	7.13743356112377	NA	NA	NA	NA	NA	0.520663846404165	NA	NA	NA	NA	NA	0.97624471200781	NA	NA	2.03926673174965	1.44267274107821	1.06302201974184	NA	NA	NA	0.66167697147196	1.30165961601041	NA	NA	NA	NA	NA	NA	NA	NA	0.97624471200781	NA	NA	NA	NA	NA
46.188.10	10_cre	f	150	50.15	18.93	7.02781844802343	5.85651537335286	2.56222547584187	5.71010248901903	1.09809663250366	3.07467057101025	2.92825768667643	1.24450951683748	2.41581259150805	1.24450951683748	0.512445095168375	0.512445095168375	18.5212298682284	0.805270863836018	0.732064421669107	1.02489019033675	1.24450951683748	NA	NA	NA	1.24450951683748	0.732064421669107	1.61054172767204	0.658857979502196	1.24450951683748	1.46412884333821	0.512445095168375	NA	NA	0.951683748169839	NA	0.732064421669107	0.512445095168375	0.732064421669107	0.512445095168375	NA	0.658857979502196	NA	NA	1.09809663250366	NA	NA	NA	NA	NA	0.878477306002928	NA	NA	0.512445095168375	0.512445095168375	0.658857979502196	1.90336749633968	NA	NA	NA	NA	NA	NA	NA	0.585651537335286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16.186.7	7_cre	m	131	48.23	20.94	14.2668253338622	3.09401031336771	NA	12.0851513949491	0.647891048525717	1.93045087928071	0.568557450747058	0.515668385561285	3.57001190003967	0.608224249636388	NA	0.542112918154172	2.36678566706333	1.4676715589052	NA	2.03622900965225	NA	NA	NA	1.90400634668782	NA	0.806558244083036	NA	NA	0.568557450747058	0.542112918154172	NA	1.98333994446648	NA	NA	NA	NA	1.98333994446648	0.74044691260082	1.36189342853365	NA	NA	NA	NA	1.26933756445855	5.52690731191326	0.581779717043501	NA	0.502446119264842	NA	NA	NA	NA	2.51223059632421	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.634668782229274	NA	NA	NA	1.41478249371942	NA	0.568557450747058	NA	NA	NA	NA	NA	NA	1.01811450482613	NA	NA
4.190.5	5_cre	f	142	48.92	25.61	6.79361811631498	5.39114770972723	0.952135872362326	5.48121461657231	0.720535254760679	11.4256304683479	7.51415337107566	1.67267112712301	1.968605249614	0.759135357694287	NA	1.77560473494596	3.69274318064848	3.49974266598044	1.44107050952136	1.59547092125579	4.13021101389604	NA	1.968605249614	1.64693772516727	NA	0.656201749871333	0.566134843026248	NA	1.55687081832218	2.26453937210499	1.10653628409676	2.09727225939269	NA	NA	1.04220277920741	NA	2.07153885743695	0.501801338136902	0.746268656716418	NA	0.733401955738549	NA	NA	NA	0.669068450849202	NA	0.810602161605764	NA	0.977869274318065	NA	1.02933607822954	NA	NA	NA	1.11940298507463	NA	NA	NA	NA	0.900669068450849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
