	Richness	Shannon.effective	Simpson.effective	k__Bacteria	p__Bacteroidetes	p__Deferribacteres	p__Firmicutes	p__Proteobacteria	p__Tenericutes	p__unknown_ Bacteria	c__Alphaproteobacteria	c__Bacilli	c__Bacteroidia	c__Betaproteobacteria	c__Clostridia	c__Deferribacteres	c__Deltaproteobacteria	c__Erysipelotrichia	c__Mollicutes	c__unknown_ Bacteria	c__unknown_ Bacteroidetes	c__unknown_ Firmicutes	o__Anaeroplasmatales	o__Bacteroidales	o__Burkholderiales	o__Clostridiales	o__Deferribacterales	o__Desulfovibrionales	o__Erysipelotrichales	o__Lactobacillales	o__unknown_ Alphaproteobacteria	o__unknown_ Bacteria	o__unknown_ Bacteroidetes	o__unknown_ Deltaproteobacteria	o__unknown_ Firmicutes	f__Anaeroplasmataceae	f__Bacteroidaceae	f__Deferribacteraceae	f__Desulfovibrionaceae	f__Erysipelotrichaceae	f__Lachnospiraceae	f__Lactobacillaceae	f__Porphyromonadaceae	f__Prevotellaceae	f__Rikenellaceae	f__Ruminococcaceae	f__Sutterellaceae	f__unknown_ Alphaproteobacteria	f__unknown_ Bacteria	f__unknown_ Bacteroidales	f__unknown_ Bacteroidetes	f__unknown_ Clostridiales	f__unknown_ Deltaproteobacteria	f__unknown_ Firmicutes	g__Alistipes	g__Alloprevotella	g__Anaeroplasma	g__Anaerotruncus	g__Bacteroides	g__Barnesiella	g__Butyricicoccus	g__Clostridium IV	g__Clostridium XlVa	g__Clostridium XlVb	g__Flavonifractor	g__Lachnospiracea_incertae_sedis	g__Lactobacillus	g__Mucispirillum	g__Odoribacter	g__Oscillibacter	g__Parabacteroides	g__Parasutterella	g__Prevotella	g__Roseburia	g__Ruminococcus	g__Turicibacter	g__unknown_ Alphaproteobacteria	g__unknown_ Bacteria	g__unknown_ Bacteroidales	g__unknown_ Bacteroidetes	g__unknown_ Clostridiales	g__unknown_ Deltaproteobacteria	g__unknown_ Desulfovibrionaceae	g__unknown_ Firmicutes	g__unknown_ Lachnospiraceae	g__unknown_ Porphyromonadaceae	g__unknown_ Ruminococcaceae
48.190.10	152	65.96	32.17	100	48.21713677	NA	45.83288984	3.501862693	0.734433209	1.245343268	1.341138904	10.35657265	47.48270357	0.745077169	31.53805216	NA	1.415646621	0.989888238	0.734433209	1.245343268	0.734433209	2.948376796	0.734433209	47.48270357	0.745077169	31.53805216	NA	NA	0.989888238	10.35657265	1.341138904	1.245343268	0.734433209	1.287919106	2.948376796	0.734433209	2.118147951	NA	NA	0.989888238	20.35125067	10.35657265	22.81000532	1.138903672	20.34060671	9.441192123	0.745077169	1.341138904	1.245343268	1.075039915	0.734433209	1.564662054	1.287919106	2.948376796	20.34060671	0.627993614	0.734433209	NA	2.118147951	1.564662054	NA	0.606705695	0.425758382	0.319318787	1.224055349	NA	10.35657265	NA	5.353911655	0.840872805	0.872804683	0.745077169	0.510910059	NA	1.021820117	0.9473124	1.341138904	1.245343268	1.075039915	0.734433209	1.564662054	1.287919106	NA	2.948376796	19.48908994	15.01862693	5.609366684
41.192.9	169	88.32	51.28	100	25.86363636	0.659090909	72.13636364	0.943181818	NA	NA	NA	0.715909091	25.44318182	0.340909091	71.31818182	0.659090909	0.602272727	NA	NA	NA	0.420454545	NA	NA	25.44318182	0.340909091	71.31818182	0.659090909	0.545454545	NA	0.715909091	NA	NA	0.420454545	NA	NA	NA	3.409090909	0.659090909	0.545454545	NA	52.90909091	0.715909091	13.84090909	NA	6.738636364	17.23863636	0.340909091	NA	NA	1.284090909	0.420454545	1.034090909	NA	NA	6.738636364	NA	NA	0.5	3.409090909	1.522727273	1.625	1.272727273	1.261363636	0.829545455	1.988636364	1.409090909	0.715909091	0.659090909	1.715909091	1.488636364	0.352272727	0.340909091	NA	0.5	NA	NA	NA	NA	1.284090909	0.420454545	1.034090909	NA	0.409090909	NA	48.59090909	10.25	10.32954545
40.191.9	151	75.73	42.61	100	51.55488512	NA	43.62961244	4.362961244	NA	NA	2.552796472	0.731028081	50.98630773	1.334416338	40.35739151	NA	0.475748434	NA	NA	NA	0.568577396	2.541192852	NA	50.98630773	1.334416338	40.35739151	NA	NA	NA	0.731028081	2.552796472	NA	0.568577396	NA	2.541192852	NA	1.39243444	NA	NA	NA	21.32745417	0.731028081	36.26131353	1.427245301	11.15107914	11.88210722	1.334416338	2.552796472	NA	0.754235321	0.568577396	6.950568577	NA	2.541192852	11.15107914	0.591784637	NA	NA	1.39243444	6.799721513	NA	1.04432583	0.974704108	0.545370155	0.70782084	0.34810861	0.731028081	NA	3.190995591	1.079136691	1.113947552	1.334416338	0.835460664	NA	1.40403806	NA	2.552796472	NA	0.754235321	0.568577396	6.950568577	NA	NA	2.541192852	19.41285681	25.15664887	7.39150615
28.195.7	167	73.86	42.55	100	64.92842536	NA	32.16476775	1.942740286	NA	0.511247444	NA	0.78878177	63.83289512	1.402278703	30.42652644	NA	0.525854514	NA	NA	0.511247444	1.095530237	0.949459538	NA	63.83289512	1.402278703	30.42652644	NA	0.335962606	NA	0.78878177	NA	0.511247444	1.095530237	NA	0.949459538	NA	1.840490798	NA	0.335962606	NA	19.48583114	0.78878177	54.33829974	0.394390885	5.75518551	7.508033888	1.402278703	NA	0.511247444	1.504528192	1.095530237	3.31580485	NA	0.949459538	5.75518551	NA	NA	NA	1.840490798	7.843996494	NA	0.365176746	0.701139351	0.335962606	0.642711072	0.584282793	0.78878177	NA	3.330411919	0.891031259	0.584282793	1.402278703	NA	NA	2.264095822	NA	NA	0.511247444	1.504528192	1.095530237	3.31580485	NA	NA	0.949459538	17.60151914	42.57960853	3.082091732
17.188.7	161	56.58	28.94	100	24.21613583	NA	73.82575288	1.202131615	NA	0.322220845	NA	22.79092824	24.0426323	0.384186392	50.87371421	NA	0.768372785	NA	NA	0.322220845	NA	NA	NA	24.0426323	0.384186392	50.87371421	NA	0.334613955	NA	22.79092824	NA	0.322220845	NA	0.43375883	NA	NA	0.483331268	NA	0.334613955	NA	35.30796877	22.79092824	10.53414302	NA	11.71148841	14.1901103	0.384186392	NA	0.322220845	1.251704053	NA	1.3136696	0.43375883	NA	11.71148841	NA	NA	0.495724377	0.483331268	2.974346263	0.309827736	0.966662536	1.09059363	NA	1.028628083	NA	22.79092824	NA	2.701697856	1.920931962	NA	0.384186392	NA	NA	NA	NA	NA	0.322220845	1.251704053	NA	1.3136696	0.43375883	0.260255298	NA	33.91994051	4.78374024	9.36919073
2.188.5	150	54.24	25.21	100	31.68761221	NA	66.54697786	1.04727708	0.279273888	NA	NA	4.777578296	31.1390385	NA	60.95152603	NA	0.638340315	NA	0.279273888	NA	0.548573708	0.817873529	0.279273888	31.1390385	NA	60.95152603	NA	0.418910832	NA	4.777578296	NA	NA	0.548573708	NA	0.817873529	0.279273888	2.443646519	NA	0.418910832	NA	44.07540395	4.777578296	11.4203072	NA	16.2577299	13.44504289	NA	NA	NA	0.797925394	0.548573708	3.261520048	NA	0.817873529	16.2577299	NA	0.279273888	NA	2.443646519	1.087173349	NA	1.446239777	0.34909236	NA	0.738080989	0.299222023	4.777578296	NA	3.620586475	1.296628765	NA	NA	NA	0.408936764	1.944943148	NA	NA	NA	0.797925394	0.548573708	3.261520048	NA	NA	0.817873529	42.9882306	6.632754837	7.610213445
53.191.10	158	69.29	38.34	100	66.24077977	NA	30.59799789	2.449947313	NA	0.302950474	0.658587987	1.646469968	65.48998946	1.080084299	24.74973656	NA	0.711275026	1.05374078	NA	0.302950474	0.750790306	3.14805058	NA	65.48998946	1.080084299	24.74973656	NA	0.381981033	1.05374078	1.646469968	0.658587987	0.302950474	0.750790306	0.329293994	3.14805058	NA	1.251317176	NA	0.381981033	1.05374078	13.18493151	1.646469968	52.34457323	0.961538462	9.36512118	8.640674394	1.080084299	0.658587987	0.302950474	1.56743941	0.750790306	2.752897787	0.329293994	3.14805058	9.36512118	0.487355111	NA	NA	1.251317176	1.264488936	NA	0.711275026	0.895679663	NA	0.842992624	NA	1.646469968	NA	1.712328767	0.961538462	0.605900948	1.080084299	0.474183351	0.381981033	1.672813488	1.001053741	0.658587987	0.302950474	1.56743941	0.750790306	2.752897787	0.329293994	0.381981033	3.14805058	11.63066386	48.76185458	4.293993678
62.191.12	157	70.18	39.78	100	68.44765343	NA	28.69314079	2.339350181	NA	NA	NA	3.018050542	67.75451264	1.963898917	24.0433213	NA	NA	NA	NA	NA	0.693140794	1.429602888	NA	67.75451264	1.963898917	24.0433213	NA	NA	NA	3.018050542	NA	NA	0.693140794	NA	1.429602888	NA	1.501805054	NA	NA	NA	14.71480144	3.018050542	53.50180505	1.054151625	10.36823105	6.036101083	1.963898917	NA	NA	1.328519856	0.693140794	3.075812274	NA	1.429602888	10.36823105	0.375451264	NA	NA	1.501805054	2.916967509	NA	0.678700361	0.664259928	0.880866426	0.750902527	NA	3.018050542	NA	1.516245487	0.389891697	0.750902527	1.963898917	0.678700361	NA	0.996389892	NA	NA	NA	1.328519856	0.693140794	3.075812274	NA	NA	1.429602888	12.89530686	48.31768953	2.989169675
59.213.12	123	45.3	24.59	100	56.99081499	0.379064003	38.4312582	3.951013267	NA	NA	NA	26.06793993	55.31418574	3.076250182	12.18836565	0.379064003	0.845604315	NA	NA	NA	1.676629246	NA	NA	55.31418574	3.076250182	12.18836565	0.379064003	NA	NA	26.06793993	NA	NA	1.676629246	0.816445546	NA	NA	4.825776352	0.379064003	NA	NA	7.260533605	26.06793993	43.14039948	0.451960927	6.079603441	3.324099723	3.076250182	NA	NA	0.816445546	1.676629246	1.385041551	0.816445546	NA	6.079603441	NA	NA	NA	4.825776352	4.840355737	NA	0.349905234	0.743548622	0.349905234	NA	NA	26.06793993	0.379064003	1.662049861	NA	1.064295087	3.076250182	0.393643388	NA	1.44335909	NA	NA	NA	0.816445546	1.676629246	1.385041551	0.816445546	NA	NA	6.152500364	35.57369879	1.122612626
32.189.9	154	76.71	45.49	100	47.920434	NA	46.43502971	4.24954792	0.284164299	0.297080858	1.549987083	9.31283906	47.26168949	1.317489021	35.4042883	NA	1.382071816	0.749160424	0.284164299	0.297080858	0.65874451	0.968741927	0.284164299	47.26168949	1.317489021	35.4042883	NA	NA	0.749160424	9.31283906	1.549987083	0.297080858	0.65874451	1.136657195	0.968741927	0.284164299	1.382071816	NA	NA	0.749160424	22.33273056	9.31283906	26.44019633	0.839576337	14.18238181	10.01033325	1.317489021	1.549987083	0.297080858	4.417463188	0.65874451	2.777060191	1.136657195	0.968741927	14.18238181	0.607078274	0.284164299	NA	1.382071816	3.203306639	0.322913976	1.446654611	0.40041333	1.73081891	1.046241281	NA	9.31283906	NA	3.009558254	0.904159132	0.387496771	1.317489021	NA	NA	1.123740635	0.736243865	1.549987083	0.297080858	4.417463188	0.65874451	2.777060191	1.136657195	NA	0.968741927	19.90441746	19.83983467	5.153707052
42.194.9	174	86.45	44.63	100	26.73028408	0.263244488	71.04310628	1.403970604	NA	0.274213009	NA	NA	26.19282659	0.614237139	70.34112098	0.263244488	0.756827904	NA	NA	0.274213009	0.537457497	0.493583416	NA	26.19282659	0.614237139	70.34112098	0.263244488	0.701985302	NA	NA	NA	0.274213009	0.537457497	NA	0.493583416	NA	1.382033564	0.263244488	0.701985302	NA	53.55928485	NA	14.16035977	NA	9.772951629	14.79653395	0.614237139	NA	0.274213009	0.701985302	0.537457497	1.8865855	NA	0.493583416	9.772951629	NA	NA	0.32905561	1.382033564	2.22660963	0.438740814	0.734890863	3.762202479	1.052977953	1.974333662	0.449709334	NA	0.263244488	1.798837337	2.149829988	0.438740814	0.614237139	NA	0.570363058	NA	NA	NA	0.274213009	0.701985302	0.537457497	1.8865855	NA	0.603268619	0.493583416	47.63628387	9.696171986	8.972249644
49.193.10	142	58.1	32.69	100	48.52015113	NA	49.01343409	2.036104114	NA	NA	NA	16.39378673	47.39714526	1.836691856	31.73803526	NA	NA	NA	NA	NA	1.123005877	0.860621327	NA	47.39714526	1.836691856	31.73803526	NA	NA	NA	16.39378673	NA	NA	1.123005877	NA	0.860621327	NA	13.67548279	NA	NA	NA	22.62804366	16.39378673	21.92485306	NA	11.02015113	7.525188917	1.836691856	NA	NA	0.72418136	1.123005877	1.416876574	NA	0.860621327	11.02015113	NA	NA	NA	13.67548279	5.363140218	NA	1.164987406	0.682199832	1.29093199	0.472292191	NA	16.39378673	NA	1.983627204	1.039042821	1.437867338	1.836691856	NA	0.430310663	NA	NA	NA	NA	0.72418136	1.123005877	1.416876574	NA	NA	0.860621327	20.05667506	13.1402183	4.617968094
33.190.9	145	56.03	22.8	100	54.5248646	NA	39.9704579	4.539635647	NA	0.502215657	2.235352043	4.805514525	53.86509109	0.640078779	31.31462334	NA	1.664204825	1.191531265	NA	0.502215657	0.659773511	2.658788774	NA	53.86509109	0.640078779	31.31462334	NA	NA	1.191531265	4.805514525	2.235352043	0.502215657	0.659773511	1.496799606	2.658788774	NA	2.845888725	NA	NA	1.191531265	15.86410635	4.805514525	23.03298868	0.915805022	25.80994584	11.18660758	0.640078779	2.235352043	0.502215657	1.260462826	0.659773511	4.106351551	1.496799606	2.658788774	25.80994584	0.324963072	NA	NA	2.845888725	0.689315608	NA	1.782373215	2.363367799	1.053668144	1.260462826	NA	4.805514525	NA	6.646971935	0.915805022	0.620384047	0.640078779	0.59084195	NA	2.954209749	1.1816839	2.235352043	0.502215657	1.260462826	0.659773511	4.106351551	1.496799606	NA	2.658788774	12.42737568	15.07631709	4.066962088
20.193.7	107	46.55	26.14	100	58.30595108	3.906535232	33.51588171	4.198612632	NA	NA	NA	14.7864184	57.5392479	4.052573932	18.10879883	3.906535232	NA	NA	NA	NA	0.766703176	0.620664476	NA	57.5392479	4.052573932	18.10879883	3.906535232	NA	NA	14.53085068	NA	NA	0.766703176	NA	0.620664476	NA	12.23074115	3.906535232	NA	NA	13.033954	14.53085068	36.98430084	1.277838627	6.206644761	2.66520628	4.052573932	NA	NA	0.839722526	0.766703176	2.373128879	NA	0.620664476	6.206644761	1.204819277	NA	NA	12.23074115	12.26725082	NA	NA	NA	0.620664476	NA	NA	14.53085068	3.906535232	1.423877327	NA	3.906535232	4.052573932	NA	NA	NA	NA	NA	NA	0.839722526	0.766703176	2.373128879	NA	NA	0.620664476	12.12121212	19.38663746	2.008032129
27.192.7	176	86.93	53.92	100	45.28382416	NA	52.64618011	1.749893299	NA	NA	NA	0.640204866	44.11011524	0.853606487	51.0136577	NA	0.736235595	NA	NA	NA	1.17370892	0.981647461	NA	44.11011524	0.853606487	51.0136577	NA	NA	NA	0.640204866	NA	NA	1.17370892	0.512163892	0.981647461	NA	3.008962868	NA	NA	NA	36.08621426	0.640204866	34.0268886	0.885616731	5.655142979	11.61971831	0.853606487	NA	NA	0.533504055	1.17370892	3.201024328	0.512163892	0.981647461	5.655142979	NA	NA	NA	3.008962868	3.393085787	0.256081946	NA	4.321382843	0.437473325	0.789586001	0.341442595	0.640204866	NA	1.451131029	1.536491677	0.522833974	0.853606487	0.68288519	NA	1.995305164	NA	NA	NA	0.533504055	1.17370892	3.201024328	0.512163892	NA	0.981647461	30.75117371	28.65983781	6.658130602
60.218.12	164	65.56	30.92	100	52.85449299	NA	44.31162407	1.834295136	NA	0.638911789	0.26793075	7.708161583	52.51442704	1.051112943	36.0366859	NA	0.515251443	NA	NA	0.638911789	0.340065952	0.525556472	NA	52.51442704	1.051112943	36.0366859	NA	NA	NA	7.708161583	0.26793075	0.638911789	0.340065952	0.298845837	0.525556472	NA	1.679719703	NA	NA	NA	24.6084089	7.708161583	34.48062655	0.329760923	14.91137675	10.22258862	1.051112943	0.26793075	0.638911789	1.112943116	0.340065952	1.08202803	0.298845837	0.525556472	14.91137675	NA	NA	NA	1.679719703	9.593981863	0.556471558	1.556059357	0.937757626	0.587386645	1.215993405	NA	7.708161583	NA	5.111294312	0.711046991	0.340065952	1.051112943	NA	0.824402308	NA	NA	0.26793075	0.638911789	1.112943116	0.340065952	1.08202803	0.298845837	NA	0.525556472	22.2485573	19.43528442	5.884171476
66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
