#OTUId	31.188.9	54.194.10	13.194.5	64.194.12	39.187.9	65.195.12	25.187.7	18.189.7	19.190.7	12.192.5	3.189.5	7.213.5	1.186.5	47.189.10	51.213.10	23.218.7	55.195.10	34.193.9	15.196.5	22.213.7	63.192.12	14.195.5	30.186.9	35.203.9	6.203.5	36.213.9	8.218.5	57.193.12	46.188.10	16.186.7	4.190.5	66.196.12	50.203.10	44.196.9	10.187.5	21.203.7	38.185.9	61.185.12	58.203.12	29.196.7	9.185.5	11.191.5	56.188.12	43.195.9	45.186.10	5.193.5	24.185.7	52.218.10	37.218.9	48.190.10	41.192.9	40.191.9	28.195.7	17.188.7	2.188.5	53.191.10	62.191.12	59.213.12	32.189.9	42.194.9	49.193.10	33.190.9	20.193.7	27.192.7	60.218.12	taxonomy
OTU_143	0	9	6	4	17	6	4	0	38	8	0	0	8	6	1	14	8	0	0	1	14	2	0	9	8	0	1	11	0	2	1	5	7	0	9	1	14	4	1	1	6	2	2	6	0	3	3	0	1	1	28	5	4	3	0	1	0	0	1	8	5	2	1	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_230	0	10	2	2	1	0	1	0	0	3	5	1	3	1	1	15	8	0	1	14	0	4	1	1	32	15	5	3	0	3	1	0	18	3	4	0	3	2	1	0	0	0	3	1	5	2	13	5	3	0	25	0	2	5	6	1	0	4	12	5	2	1	0	8	14	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_220	0	16	14	2	4	2	1	0	0	6	2	2	5	2	0	0	4	0	4	1	0	2	0	1	2	0	0	0	0	0	2	0	9	0	1	4	0	0	1	3	2	1	1	2	0	6	41	0	0	0	9	0	0	0	4	0	0	0	0	2	0	0	2	1	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_158	0	2	0	1	0	0	1	0	7	1	0	0	1	0	7	32	0	46	2	1	0	0	0	0	7	0	0	76	0	0	0	0	0	0	3	4	0	0	1	0	0	0	16	1	0	0	35	0	0	0	211	0	0	11	0	1	0	0	0	1	23	0	3	4	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_938	0	24	26	0	139	26	1	0	0	26	0	0	0	0	2	4	111	6	0	22	0	1	27	60	53	0	3	39	0	0	0	14	13	0	0	1	14	2	2	24	0	0	0	25	65	1	131	32	1	0	19	0	10	0	0	0	0	0	0	3	14	0	2	5	57	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_182	0	1	0	0	0	4	0	0	0	1	0	9	0	0	5	0	1	0	3	1	0	2	0	0	0	6	31	2	0	0	0	8	0	1	0	0	0	0	7	0	0	0	0	9	16	0	9	4	4	0	2	0	0	0	0	0	0	1	0	4	3	0	0	3	25	Bacteria;Firmicutes;;;;;
OTU_120	0	8	15	0	18	5	0	0	50	12	0	3	4	13	4	0	33	39	1	2	23	0	1	2	16	4	4	1	5	0	1	0	16	0	18	2	5	4	21	2	3	0	2	3	26	0	1	43	7	0	4	0	2	26	0	1	0	0	1	6	17	3	0	10	13	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_505	0	18	1	5	35	21	43	0	7	12	9	15	0	0	1	0	13	1	13	0	6	14	1	0	2	1	3	0	0	0	4	11	0	4	3	0	29	39	11	24	38	26	0	12	8	0	0	0	0	2	3	14	15	1	5	23	9	13	0	5	0	2	1	19	4	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
OTU_118	0	10	4	13	105	5	13	0	0	7	0	0	0	0	0	0	12	1	66	34	241	0	21	33	4	0	2	7	0	0	0	8	78	0	0	0	25	84	1	4	0	0	0	6	13	0	14	3	0	1	155	0	84	0	0	0	0	0	0	16	0	0	0	1	6	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_200	0	1	0	6	13	3	8	0	5	9	0	0	2	0	0	0	13	0	0	0	4	0	1	1	0	0	1	0	0	3	0	3	2	7	9	0	3	9	1	7	2	0	0	5	6	0	2	0	0	7	11	6	2	0	0	0	0	0	1	33	0	5	0	4	1	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
